rank,score,team,org,finish_time
246,0.896914,shashank35132,"Indian Institute of Technology (IIT), Hyderabad",2026-07-04 20:52:56+05:30
247,0.8968,parthkohale,"Birla Institute of Technology & Science, Pilani Campus",2026-07-02 22:06:50+05:30
247,0.8968,Amexperts,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 22:22:45+05:30
248,0.896729,112215089,"Indian Institute of Technology (IIT), Bombay",2026-07-02 12:09:38+05:30
249,0.896586,TEAM_EXCALIBUR,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-04 17:03:33+05:30
250,0.896357,vaibhavmeenakotajanuary,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 18:11:36+05:30
251,0.896271,b99706697,"Indian Institute of Technology (IIT), Kharagpur",2026-06-30 21:07:23+05:30
251,0.896271,life_rocks,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 00:05:28+05:30
252,0.896114,MalluPooriChetta,"Indian Institute of Management (IIM), Bangalore",2026-06-30 23:20:51+05:30
253,0.896029,kiranrameshwar.bhatade25,"Indian Institute of Management (IIM), Bangalore",2026-07-04 19:58:06+05:30
254,0.895757,shubham,"Indian Institute of Technology (IIT), Bombay",2026-07-04 01:05:14+05:30
255,0.8956,teamdelta,"Indian Institute of Management (IIM), Mumbai",2026-07-01 18:56:47+05:30
256,0.895586,patilgirish1908,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 19:50:38+05:30
257,0.895543,adityasingh.tmk07,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 04:01:26+05:30
258,0.895529,Solo Dolo,"Indian Institute of Technology (IIT), Kharagpur",2026-07-02 19:35:44+05:30
259,0.895514,SPin Tech,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 02:11:15+05:30
260,0.895486,The_Analysts,"Xavier School of Management (XLRI), Jamshedpur",2026-07-02 00:19:19+05:30
261,0.895471,aloksahpvt,"Indian Institute of Technology (IIT), Delhi",2026-07-02 13:13:25+05:30
262,0.895443,Team Placements,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 05:08:24+05:30
263,0.895429,q606953,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-07-04 19:01:43+05:30
264,0.895343,sangram,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 03:53:14+05:30
265,0.894786,Kritesh,"Indian Institute of Management (IIM), Lucknow",2026-06-30 00:39:47+05:30
266,0.894671,Chunnu,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-03 16:10:33+05:30
267,0.894614,naten.bill672,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 20:32:33+05:30
268,0.8946,GREEN SWIPE,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 17:59:06+05:30
269,0.894414,pgp25.kamakshi,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 20:35:33+05:30
270,0.894357,picsdubai53,"Indian Institute of Management (IIM), Bangalore",2026-06-30 12:23:09+05:30
271,0.894229,BlackDogCommandos,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 19:47:12+05:30
272,0.8941,ajaykumar.meena25,"Indian Institute of Management (IIM), Bangalore",2026-07-01 03:17:01+05:30
273,0.894086,p25nischaya,"Indian Institute of Management (IIM), Indore",2026-07-03 16:10:17+05:30
274,0.893743,iitians_this_side,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 01:51:06+05:30
275,0.893714,BossBhansali,"Indian Institute of Management (IIM), Bangalore",2026-07-02 22:28:51+05:30
276,0.893686,pooja.koli25,"Indian Institute of Management (IIM), Bangalore",2026-07-01 02:22:04+05:30
277,0.893557,f25thippeswamy,"Indian Institute of Management (IIM), Ahmedabad",2026-07-04 01:25:04+05:30
278,0.893514,Gary Page,"Indian Institute of Management (IIM), Bangalore",2026-06-30 21:38:11+05:30
279,0.893257,mba25mitzi,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 18:57:28+05:30
280,0.893214,f25pavithrag,"Indian Institute of Management (IIM), Ahmedabad",2026-07-03 12:59:07+05:30
280,0.893214,Profit Pundits,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 22:13:03+05:30
281,0.8932,aryan.maurya.civ22,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-30 01:03:51+05:30
281,0.8932,hellnah,"Indian Institute of Management (IIM), Ahmedabad",2026-07-03 01:13:10+05:30
282,0.893186,x0d5k,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 19:40:12+05:30
283,0.893143,Tom Kirikiasu,Indira Gandhi Institute of Development Research,2026-06-30 09:30:17+05:30
284,0.892829,TERA1,"Indian Institute of Management (IIM), Mumbai",2026-07-04 15:57:15+05:30
285,0.892614,StRats,"Indian Institute of Management (IIM), Kozhikode",2026-07-01 17:50:03+05:30
286,0.8926,khushig242005,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 22:44:43+05:30
287,0.8922,sheoranaman574,"Indian Institute of Technology (IIT), Roorkee",2026-06-30 11:15:22+05:30
288,0.892129,subodhmankar,"Indian Institute of Management (IIM), Bangalore",2026-06-30 18:14:36+05:30
289,0.892114,akashramesh445,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 03:36:31+05:30
290,0.892014,DataGods,"Xavier School of Management (XLRI), Jamshedpur",2026-07-02 17:30:56+05:30
291,0.891829,bl25007,Xavier School of Management (XLRI),2026-07-02 21:24:29+05:30
292,0.891671,mba25ajay,"Indian Institute of Management (IIM), Kozhikode",2026-07-02 23:42:52+05:30
293,0.8916,UNTITLED,"Indian Institute of Technology (IIT), Kharagpur",2026-06-30 11:19:29+05:30
294,0.891529,TheSmashers,"Xavier School of Management (XLRI), Jamshedpur",2026-07-01 23:50:24+05:30
295,0.8915,Second Order,"Xavier School of Management (XLRI), Jamshedpur",2026-07-02 22:25:49+05:30
296,0.891314,Monday_Tuesday,"Indian Institute of Technology (IIT), Guwahati",2026-06-29 23:30:27+05:30
297,0.891157,arajoriya68,"Indian Institute of Management (IIM), Ahmedabad",2026-07-04 17:50:46+05:30
298,0.891143,rohitya23,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 19:00:43+05:30
299,0.891014,mba25trapti,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 01:57:24+05:30
300,0.8908,DownBadForTuntunMausi,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 16:18:59+05:30
301,0.890786,Centurion_holders,"Indian Institute of Technology (IIT), Kharagpur",2026-07-02 12:59:30+05:30
302,0.8907,vishnoic23,"Indian Institute of Technology (IIT), Kanpur",2026-07-01 07:24:33+05:30
303,0.890486,siddhant242612,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 17:17:34+05:30
304,0.890386,Jampot,Xavier School of Management (XLRI),2026-07-02 17:55:11+05:30
305,0.8903,coldplayabudhabi12,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 17:41:39+05:30
306,0.890229,moti billi kare meow,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 18:59:02+05:30
307,0.890043,fascinating.aardvark.fycf,"Indian Institute of Technology (IIT), Delhi",2026-07-02 17:58:48+05:30
308,0.890029,yk10072006,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 03:34:34+05:30
309,0.889971,Parallax,"Management Development Institute (MDI), Gurgaon",2026-07-02 13:34:30+05:30
310,0.889943,1,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 16:50:37+05:30
311,0.889814,maheshwariaarav12,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 14:46:40+05:30
312,0.889771,Trikala,"Indian Institute of Management (IIM), Calcutta",2026-07-03 23:22:12+05:30
313,0.889671,b25038,"Xavier School of Management (XLRI), Jamshedpur",2026-07-04 13:44:09+05:30
314,0.889529,Blue Horizon,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 14:38:56+05:30
315,0.889486,dredgarheisenberg,Xavier School of Management (XLRI),2026-06-29 19:04:50+05:30
315,0.889486,yashchauhan19010,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 04:42:21+05:30
316,0.889386,abhikritpatel05,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 05:43:21+05:30
317,0.889143,mba25vidhis,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 01:05:38+05:30
318,0.889129,mba25richik,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 15:58:12+05:30
319,0.889071,Car,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 15:18:13+05:30
319,0.889071,Nahi banayege hum,"Indian Institute of Technology (IIT), Delhi",2026-07-02 00:34:24+05:30
320,0.888986,The Centurions,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 02:30:38+05:30
321,0.888971,p25kripendrak,"Indian Institute of Management (IIM), Indore",2026-07-04 12:11:02+05:30
322,0.888829,achintyan24680,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 13:07:27+05:30
323,0.888343,wobimil856,"Indian Institute of Technology (IIT), Delhi",2026-07-04 14:31:01+05:30
324,0.888,Insights,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 17:40:16+05:30
325,0.887914,honeybee,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 01:23:53+05:30
326,0.887714,karanagrawalll06,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-06-29 23:37:56+05:30
327,0.887686,NewPlayer,"Indian Institute of Management (IIM), Lucknow",2026-07-03 19:56:02+05:30
328,0.887157,TriVector,"Indian Institute of Management (IIM), Mumbai",2026-07-02 00:44:13+05:30
329,0.887086,h25125,"Xavier School of Management (XLRI), Jamshedpur",2026-07-04 16:16:22+05:30
330,0.886914,amex101,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 14:17:10+05:30
331,0.886643,dacanew391,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 02:03:38+05:30
331,0.886643,VISA,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 02:05:51+05:30
332,0.8865,62smplr4qm,"Indian Institute of Management (IIM), Lucknow",2026-07-04 19:19:16+05:30
333,0.886443,40bea397aabc,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 03:32:49+05:30
334,0.885943,draven.linkup,"Indian Institute of Technology (IIT), Ropar",2026-07-04 20:22:45+05:30
335,0.8858,mba25mridula,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 01:16:47+05:30
336,0.8857,ElongatedMuskmelon,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 15:15:50+05:30
337,0.8856,saarthak.s,"Indian Institute of Management (IIM), Lucknow",2026-07-02 14:43:54+05:30
338,0.885586,KGP101,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 01:03:06+05:30
339,0.885557,spuneet23,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 19:47:04+05:30
340,0.885514,SPace it up,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 11:12:34+05:30
341,0.885343,TEAMxPRO,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 23:23:10+05:30
342,0.885086,ubwsefnqvqjjmmqnjn,"Indian Institute of Management (IIM), Bangalore",2026-07-03 19:06:28+05:30
343,0.884914,ukr77syx6l,"Indian Institute of Management (IIM), Calcutta",2026-07-04 18:08:49+05:30
344,0.8849,Marwadi,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 03:10:19+05:30
345,0.884829,yug17patidar,"Indian Institute of Management (IIM), Lucknow",2026-07-04 19:24:54+05:30
345,0.884829,Case Breakers,"Indian Institute of Management (IIM), Lucknow",2026-07-04 19:41:05+05:30
346,0.884771,shubhangilondhe81,"Indian Institute of Technology (IIT), Bombay",2026-07-02 17:10:33+05:30
347,0.8845,WeMax,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-30 13:21:56+05:30
348,0.884129,anushkaagirotra17,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 18:53:27+05:30
349,0.884029,pgp25.saatvik,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-03 03:43:36+05:30
350,0.883829,harshwardhan.d.chy24,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-03 21:44:40+05:30
351,0.883771,ujjawal24,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 13:43:24+05:30
352,0.883757,f20230988,"Birla Institute of Technology & Science, Pilani Campus",2026-06-29 20:47:39+05:30
353,0.883643,Butter Chicken,"Management Development Institute (MDI), Gurgaon",2026-07-04 18:59:58+05:30
354,0.883457,Titans,"Xavier School of Management (XLRI), Delhi",2026-07-02 05:40:16+05:30
355,0.8834,ep5t3zyual,"Indian Institute of Management (IIM), Lucknow",2026-07-04 13:58:52+05:30
356,0.883343,gomero6468,"Birla Institute of Technology & Science, Pilani Campus",2026-07-02 14:58:50+05:30
357,0.883157,Tom and Jerry,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-03 17:58:27+05:30
358,0.883143,Winners Proxy,"Indian Institute of Technology (IIT), Madras",2026-06-30 18:25:39+05:30
359,0.883071,ph1230756,"Indian Institute of Technology (IIT), Delhi",2026-07-04 19:03:50+05:30
360,0.883029,youngstunner313,Chennai Mathematical Institute,2026-07-03 02:39:33+05:30
361,0.883014,gox4o2qa8r,"Indian Institute of Management (IIM), Lucknow",2026-07-04 02:36:07+05:30
362,0.883,teamnoob,"Indian Institute of Technology (IIT), Kharagpur",2026-07-02 11:03:11+05:30
363,0.882714,b25013,"Xavier School of Management (XLRI), Jamshedpur",2026-07-02 13:00:39+05:30
364,0.882657,viveksingh220605,"Indian Institute of Technology (IIT), Kanpur",2026-06-30 15:53:34+05:30
365,0.882371,amex_canada,"Indian Institute of Management (IIM), Lucknow",2026-07-04 01:15:08+05:30
366,0.882143,ruthless ravens,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-29 22:30:30+05:30
367,0.882129,AmexBlack,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 16:57:03+05:30
368,0.881971,enormous.worm.zkbj,"Indian Institute of Technology (IIT), Bombay",2026-07-02 05:37:54+05:30
369,0.881786,dinesh.250101080,"Indian Institute of Management (IIM), Mumbai",2026-07-04 19:17:29+05:30
370,0.8817,siddhantjain070905,"Indian Institute of Technology (IIT), Guwahati",2026-07-03 19:32:28+05:30
371,0.881671,Wombat Warrior,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-29 22:09:33+05:30
372,0.881571,WeWinners,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 17:20:50+05:30
372,0.881571,DalChawal,"Management Development Institute (MDI), Gurgaon",2026-07-02 00:16:33+05:30
373,0.8815,f20221013,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 20:47:53+05:30
374,0.881286,Case Compass,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-06-30 02:17:11+05:30
375,0.881157,deepakkm23,"Indian Institute of Technology (IIT), Kanpur",2026-06-30 07:59:08+05:30
375,0.881157,sandeep23,"Indian Institute of Technology (IIT), Kanpur",2026-06-30 10:27:20+05:30
376,0.881143,gvssrktejasreddy,"Indian Institute of Technology (IIT), Kanpur",2026-06-30 16:55:38+05:30
377,0.880886,pgp25.adhithya,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-03 09:07:46+05:30
378,0.880857,soumyajh24,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 20:51:47+05:30
379,0.880614,lokendra290104,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 03:40:02+05:30
380,0.880471,Nana,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 19:49:09+05:30
381,0.880386,Buri_Buri_Zimon,"Management Development Institute (MDI), Gurgaon",2026-07-02 00:30:14+05:30
382,0.880143,avaneesh.srivastava,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 12:47:03+05:30
383,0.879971,Gradient Ascenders,"Management Development Institute (MDI), Gurgaon",2026-07-04 18:56:36+05:30
384,0.879786,paridhi25,"Indian Institute of Technology (IIT), Kanpur",2026-07-01 15:41:34+05:30
385,0.879714,Ninji,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-03 04:07:06+05:30
386,0.879629,YonexMP52,"Indian Institute of Management (IIM), Bangalore",2026-06-29 18:40:26+05:30
387,0.879529,Stash Pro,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 04:55:05+05:30
388,0.879386,pgp42012,"Indian Institute of Management (IIM), Lucknow",2026-06-30 19:51:36+05:30
389,0.879371,TechnoT,"Xavier School of Management (XLRI), Jamshedpur",2026-06-30 22:15:24+05:30
390,0.879329,TheTechy,"Indian Institute of Technology (IIT), Bombay",2026-07-02 17:56:58+05:30
391,0.8791,speedy,"Indian Institute of Technology (IIT), Madras",2026-07-03 18:00:40+05:30
392,0.879029,b25352,"Xavier School of Management (XLRI), Delhi",2026-07-04 20:01:54+05:30
393,0.8787,1500,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 08:50:47+05:30
394,0.878286,sumitnayak200312,"Indian Institute of Technology (IIT), Kanpur",2026-06-29 16:01:26+05:30
394,0.878286,anjandas0003,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 06:40:04+05:30
395,0.878257,productsystems,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 04:43:54+05:30
396,0.878243,Star Gaze,"Indian Institute of Management (IIM), Mumbai",2026-07-04 20:35:47+05:30
397,0.878129,p25shreyashir,"Indian Institute of Management (IIM), Indore",2026-07-04 15:58:10+05:30
398,0.877986,bhawaniola9,"Indian Institute of Technology (IIT), Kharagpur",2026-06-30 11:01:08+05:30
399,0.8775,jaimatadi,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 00:38:31+05:30
400,0.877343,b25479,Xavier School of Management (XLRI),2026-07-02 04:16:35+05:30
401,0.877257,TeamName,"Indian Institute of Technology (IIT), Delhi",2026-07-04 16:34:48+05:30
402,0.8772,AnalystFC,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 23:50:07+05:30
403,0.877186,Outlier,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 12:42:59+05:30
403,0.877186,uiux2099,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 19:32:26+05:30
404,0.8771,Minions,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-29 16:09:27+05:30
405,0.877086,Jagga Jasoos,"Indian Institute of Management (IIM), Indore",2026-07-04 01:02:12+05:30
406,0.876957,tiku35756,"Indian Institute of Technology (IIT), Bombay",2026-07-04 10:17:41+05:30
407,0.876871,Harsh Rajhans,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 14:20:30+05:30
408,0.876786,ENvisionaries,"Indian Institute of Technology (IIT), Madras",2026-06-28 16:46:55+05:30
409,0.876743,TheBrainiac,"Management Development Institute (MDI), Gurgaon",2026-07-03 13:58:05+05:30
409,0.876743,kat,"Indian Institute of Technology (IIT), Delhi",2026-07-04 14:41:34+05:30
410,0.876329,aahilzain777,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 16:02:11+05:30
411,0.876214,f20221363,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 20:24:14+05:30
